student_id,student_name,fathers_name,attendance_rate,weekly_study_hours,previous_semester_score,sleep_hours_per_night,extracurricular_activities,parental_education_level,internet_access_at_home,distance_from_school,part_time_job,learning_disability,final_score,passed
725,Riya Singh,Logan Singh,54.53608511174655,17,58.37805981325225,9.0,0,2,1,0,0,0,41.41,0
726,Charlotte Lewis,Avery Lewis,51.63089741707832,39,59.56647115075441,8.0,1,0,1,0,0,0,68.06,1
727,Benjamin Green,Henry Green,52.88514642079494,32,44.25495756927876,5.0,1,1,1,0,1,0,38.41,0
728,Sebastian Flores,Lucas Flores,72.21826746207572,11,60.98776370845552,5.0,1,2,1,2,1,0,34.44,0
729,Liam Walker,Jackson Walker,63.77739696097417,7,91.74979044409511,4.0,0,2,1,1,0,0,47.65,0
730,Sebastian Robinson,Sofia Robinson,81.10197811854968,23,53.984368713450095,6.0,0,2,1,2,0,0,68.47,1
731,Ethan Singh,Lucas Singh,99.62211446873894,15,81.71124797260394,7.0,0,0,0,1,1,1,87.92,1
732,Isabella Anderson,Sophia Anderson,69.3161586538233,3,77.77770069631556,5.0,1,1,1,2,1,0,42.51,0
733,Jacob Ramirez,Henry Ramirez,78.69206270522567,37,91.80907650214692,4.0,1,0,1,2,1,0,61.5,1
734,Ella Wright,Aditi Wright,70.78019479536678,26,47.937276859062294,9.0,0,2,1,2,1,0,55.93,0
735,Aditi Harris,Aditya Harris,92.36358338609297,8,98.65539762070259,6.0,0,1,1,1,1,0,71.27,1
736,Emily Flores,Isha Flores,95.11182017311191,15,74.95771876242193,6.0,1,2,1,2,0,0,79.34,1
737,Benjamin Flores,Amelia Flores,93.867780610263,11,99.72844914080886,10.0,1,2,1,0,1,0,76.54,1
738,Sophia Sanchez,Ananya Sanchez,98.71861193396288,30,94.69088355195105,4.0,0,0,1,2,0,0,77.38,1
739,Riya Wright,Diya Wright,51.37595925702077,23,53.29103632678635,4.0,1,2,1,0,1,0,32.43,0
740,Amelia Williams,Aditya Williams,91.99080810727655,13,43.36972059419879,10.0,1,1,1,1,1,0,60.98,1
741,Aarav Sanchez,Emily Sanchez,87.58860865195467,24,55.338345627721694,7.0,1,2,1,1,0,0,77.13,1
742,Emma Green,Oliver Green,61.43472047001824,33,,4.0,1,2,1,2,0,0,53.37,0
743,Oliver Sanchez,Emma Sanchez,97.81600466937638,2,50.2957820239114,10.0,1,0,1,2,0,0,57.43,0
744,Aditya Anderson,Evelyn Anderson,57.408896411497274,23,50.047584671079306,7.0,1,1,1,2,0,0,61.16,1
745,Avery Lee,Avery Lee,83.97749635669541,8,67.75561282630919,,1,0,1,0,0,1,72.49,1
746,Aarav Lopez,Benjamin Lopez,61.24451084079563,25,,8.0,0,2,1,1,1,1,58.5,0
747,William Lopez,Aditya Lopez,71.56903243870373,19,47.313284951936225,,0,0,0,0,0,0,56.72,0
748,Evelyn Patel,Evelyn Patel,85.95799484722845,39,64.95168036447686,9.0,1,0,1,0,0,0,76.93,1
749,James Allen,Michael Allen,78.16623210165233,9,43.78779455247799,6.0,1,0,1,2,1,0,44.15,0
750,Avery Hill,Ethan Hill,71.37509156640559,18,63.80530338733176,6.0,1,0,1,2,1,0,49.66,0
751,Noah Wright,Charlotte Wright,66.31692154659936,2,68.4403759569067,,0,2,1,0,0,0,57.29,0
752,Aditi Martin,Elijah Martin,91.98298278543952,23,67.07599684438686,7.0,0,2,1,0,1,0,83.36,1
753,Arjun Singh,Elizabeth Singh,57.19071751574069,4,92.15049144418523,7.0,1,1,1,2,0,0,54.93,0
754,Michael Lee,Elijah Lee,,2,71.80374730310395,4.0,0,0,0,2,0,0,39.3,0
755,Diya Patel,Aditi Patel,95.18787858875712,26,68.0788277486826,8.0,1,0,1,0,0,0,91.97,1
756,Ava Taylor,Elijah Taylor,92.29247752299838,15,64.64255472349997,4.0,1,1,1,2,0,0,65.58,1
757,Emily Green,Harper Green,70.04708812365233,14,89.05740269826917,8.0,1,0,1,2,0,0,69.81,1
758,Aditi Davis,Evelyn Davis,88.15541818006542,34,93.70339623998998,4.0,1,1,1,0,1,0,66.82,1
759,Aria Robinson,Isha Robinson,91.15804153544296,11,91.19454815182705,5.0,1,2,1,0,1,0,66.18,1
760,Logan Torres,James Torres,94.44437120018148,25,80.41279468788345,,1,1,1,1,0,0,80.8,1
761,Emma Brown,Ethan Brown,,33,48.241704758120456,6.0,1,0,1,0,0,0,61.73,1
762,Olivia Williams,Henry Williams,60.22304430273559,22,56.61219816952074,6.0,0,1,1,2,0,0,56.3,0
763,Mason Miller,Elizabeth Miller,62.76545382519658,30,42.76378382091865,9.0,1,2,1,0,1,0,50.5,0
764,Ella Taylor,Daniel Taylor,64.78473370208022,19,95.84944449940684,10.0,0,0,1,0,1,0,63.07,1
765,Sebastian Walker,Elijah Walker,79.69012404048078,11,79.64791178145462,7.0,1,2,1,0,0,0,71.84,1
766,Charlotte Wilson,Isha Wilson,51.64048120643042,22,84.7817730587945,9.0,1,2,1,1,0,0,56.92,0
767,Evelyn Johnson,Daniel Johnson,81.80212343899842,3,58.694304374933736,5.0,0,1,1,1,0,0,51.17,0
768,Jacob Walker,Ethan Walker,68.21771192141159,22,90.73921133664055,9.0,0,2,1,2,0,0,69.72,1
769,Henry Singh,Mila Singh,64.76209012448211,0,55.57619702250871,6.0,1,0,1,1,0,1,47.21,0
770,Riya Miller,Charlotte Miller,93.97482853640632,24,40.09862542674698,7.0,0,2,1,0,0,1,84.03,1
771,Aditya Hernandez,Alexander Hernandez,73.00011977903995,1,62.58489775124164,5.0,1,2,1,1,0,0,42.79,0
772,Avery Robinson,Arjun Robinson,54.75265227663464,29,74.24568885754441,6.0,1,1,1,0,0,1,55.36,0
773,Arjun Torres,Isha Torres,,2,68.72229147793135,10.0,0,2,1,1,0,0,67.93,1
774,Emma White,Mila White,52.38206287182533,20,91.72456855459582,4.0,0,1,1,1,0,0,42.52,0
775,Emily Miller,Ananya Miller,86.33746120840983,24,46.32431715737002,8.0,0,1,1,1,1,0,69.81,1
776,Emma Lee,Noah Lee,88.69531108853326,19,73.22940643802353,5.0,0,0,1,0,1,0,60.04,1
777,Michael Martinez,Aditya Martinez,67.6301302964429,21,,7.0,1,0,1,1,1,0,52.44,0
778,Sebastian Miller,Amelia Miller,91.23939281388934,20,56.88357893032978,9.0,0,0,1,0,1,0,65.82,1
779,Mia Scott,Abigail Scott,75.78297029282267,32,89.33368675462063,10.0,0,0,1,0,0,0,77.47,1
780,Riya Williams,Mia Williams,73.16468266363984,37,85.17091935293237,9.0,0,1,1,2,0,0,71.41,1
781,Arjun Robinson,Noah Robinson,52.27016407343463,14,83.97155123990986,5.0,0,2,1,1,1,0,37.86,0
782,Evelyn Lopez,Oliver Lopez,64.5014596824453,14,92.57154869617337,10.0,0,0,1,2,0,0,62.23,1
783,Henry Garcia,Arjun Garcia,96.550498544265,24,83.36707603729127,7.0,1,0,1,2,0,0,93.08,1
784,Olivia Perez,Sofia Perez,69.591198164175,20,53.91047750288359,5.0,1,0,0,0,0,0,50.69,0
785,Charlotte Brown,William Brown,77.33502602783841,23,82.33376269898147,7.0,0,2,1,1,0,0,84.12,1
786,Avery Singh,Logan Singh,76.6010839492126,4,58.46216880339063,9.0,0,0,1,0,0,0,56.06,0
787,Alexander Williams,Benjamin Williams,,5,54.53047902084823,6.0,1,2,1,0,0,0,50.48,0
788,Isabella Wilson,Olivia Wilson,,22,44.38021557397764,10.0,0,1,1,1,1,0,39.08,0
789,Jackson Green,Sophia Green,68.10881273993641,3,84.6417148208606,4.0,1,1,1,0,0,0,50.5,0
790,Jacob Harris,Emma Harris,86.1564136941277,26,,6.0,1,1,0,1,1,0,71.63,1
791,Emma Scott,Isabella Scott,60.02801255364915,17,54.069968660445625,4.0,0,2,1,1,0,0,44.95,0
792,Michael Scott,Aria Scott,60.178918877318026,20,84.96274100344937,9.0,1,0,1,0,1,0,57.27,0
793,Abigail Singh,Ethan Singh,50.50453033445124,27,95.07045298561317,10.0,0,0,1,0,0,1,67.16,1
794,Isha Lewis,Isha Lewis,71.87409633041048,34,46.48173744949476,6.0,0,0,1,2,0,0,57.8,0
795,Noah Martin,Noah Martin,94.1367190336711,21,53.9581983032065,6.0,1,0,1,0,0,0,70.55,1
796,Elijah Gonzalez,Ananya Gonzalez,52.59504717936545,39,85.01564764523893,5.0,1,0,1,1,0,0,54.32,0
797,Jackson White,Isha White,59.55593547480013,22,56.470400410424695,8.0,0,2,1,2,0,0,64.1,1
798,Mila Torres,Elijah Torres,65.50422691713776,2,77.479838457023,9.0,1,1,1,1,0,0,48.59,0
799,Isabella Hill,Sebastian Hill,86.58623682821064,39,,7.0,0,0,1,2,0,0,76.48,1
800,Isha Lee,Ella Lee,82.03177964012933,9,67.13214874621232,9.0,1,1,1,0,0,0,63.37,1
801,Sebastian Young,Aditi Young,70.79719522909275,24,84.3454853195772,7.0,1,2,1,0,1,0,71.32,1
802,Abigail King,Logan King,,7,81.19083658259515,10.0,0,2,1,0,1,0,61.75,1
803,Diya Williams,Olivia Williams,80.4815505828451,10,88.90432604054841,7.0,0,0,1,1,0,0,75.19,1
804,Aria Green,Emily Green,94.80203998286095,4,92.64712759619013,4.0,0,2,1,2,0,0,65.17,1
805,Elizabeth Jackson,Avery Jackson,90.90133745693464,36,,7.0,1,1,1,1,1,0,87.15,1
806,Sebastian Davis,Amelia Davis,62.64068030446003,37,80.29526457633557,,0,0,1,2,0,0,77.4,1
807,Jacob Hill,Lucas Hill,63.57192888171001,28,41.90334950896187,5.0,0,0,1,0,0,0,39.4,0
808,Ethan Wright,Sophia Wright,56.26782378961928,4,72.09800040456665,6.0,1,1,0,1,0,0,42.95,0
809,Elizabeth Anderson,Olivia Anderson,66.84823628587283,8,42.261863494891166,9.0,1,0,0,0,0,0,46.2,0
810,Daniel Smith,Daniel Smith,99.97719593595471,1,88.48406902696135,9.0,0,0,1,1,0,0,77.64,1
811,Oliver Singh,Noah Singh,70.28755843075305,0,59.24347146759746,10.0,0,1,1,0,0,0,46.72,0
812,Emily Martinez,Logan Martinez,61.024421734455316,39,73.74576244707526,10.0,0,0,1,1,0,0,70.11,1
813,Sofia Smith,Aditya Smith,88.12414422377765,29,56.76671843913415,7.0,0,0,1,1,0,0,78.51,1
814,Jacob Singh,Sofia Singh,77.1235501731328,10,86.95000866281762,8.0,1,1,1,2,1,0,64.28,1
815,Aditi Thompson,Sofia Thompson,57.48007247634763,27,93.19015159851415,9.0,1,2,1,0,0,0,58.6,0
816,Camila Wilson,Ella Wilson,69.03448405804329,11,63.91854965278384,10.0,0,1,1,2,0,0,49.79,0
817,Jackson Clark,Aarav Clark,70.72348577696717,38,91.77534361065935,7.0,0,0,1,2,0,0,81.72,1
818,Michael Martin,Evelyn Martin,87.69148502846093,25,56.02450044737994,10.0,0,1,1,0,0,0,78.01,1
819,Isha Walker,Daniel Walker,51.033568444595225,12,72.07965538453143,4.0,1,0,1,1,0,0,30.04,0
820,Noah Thomas,Noah Thomas,63.45098233991553,7,91.52568579032223,4.0,0,0,1,2,0,0,50.78,0
821,Ethan Jones,Camila Jones,75.8798150657761,27,59.55288055694742,10.0,0,1,1,0,0,0,64.79,1
822,Sophia Torres,Aditi Torres,63.442337122642165,29,97.24253590468516,4.0,1,0,1,1,0,0,60.64,1
823,Jacob Robinson,Riaan Robinson,81.42170237094994,8,47.312770106883015,10.0,1,2,1,2,0,0,51.42,0
824,Alexander Lopez,Elizabeth Lopez,74.09337396373083,38,41.096504183410374,7.0,0,0,1,2,0,0,75.09,1
825,Ethan Allen,Amelia Allen,68.08551274297903,30,94.24812115469143,5.0,0,1,0,2,1,0,53.47,0
826,Emily Moore,Evelyn Moore,97.46043134352561,20,44.11891996887233,8.0,1,2,1,1,0,0,83.4,1
827,Aditya Taylor,Riya Taylor,81.60797495932287,33,99.5133517568495,7.0,0,2,1,2,0,0,97.34,1
828,Jacob Young,Daniel Young,56.49706861339706,30,97.08381171874638,5.0,0,0,1,1,0,0,55.48,0
829,Aditya Thompson,Lucas Thompson,78.00458487216977,24,48.22125460217924,5.0,1,1,1,2,0,0,50.99,0
830,Ananya Martinez,Ethan Martinez,89.03659266004505,11,72.25507754155396,9.0,1,0,1,0,1,0,65.33,1
831,Harper Wilson,Evelyn Wilson,85.42448487463986,0,51.09521784802866,7.0,1,0,1,2,0,0,66.11,1
832,Sophia Sharma,Riaan Sharma,58.60446146476297,21,65.68931038180719,7.0,0,1,0,0,0,0,67.47,1
833,Harper Perez,Sebastian Perez,98.62099995200516,39,43.68550775558996,10.0,1,1,1,0,0,0,83.76,1
834,Charlotte Hernandez,Ethan Hernandez,72.4406822873303,36,53.43547526779537,5.0,1,0,1,0,0,0,55.38,0
835,Emily Martinez,Harper Martinez,57.951250187013066,0,61.796367783933974,5.0,0,2,1,1,0,0,29.4,0
836,Daniel Walker,Alexander Walker,59.009787706407394,0,66.31885001476329,5.0,0,0,1,0,0,0,36.55,0
837,James Jones,Diya Jones,54.91174960945403,20,98.64977549253359,10.0,1,2,1,2,0,0,59.92,0
838,Emily Rodriguez,Ella Rodriguez,90.17590542174672,14,88.47193874103888,9.0,1,0,1,1,1,0,71.1,1
839,Mila Brown,Alexander Brown,,16,84.24459665871677,7.0,0,1,1,0,0,0,67.06,1
840,Mia Ramirez,Oliver Ramirez,56.25626285708735,21,72.22247888451845,5.0,0,2,1,1,0,0,47.82,0
841,Arjun Jackson,Sophia Jackson,92.52358073804189,37,90.3998656362606,4.0,1,1,1,1,1,0,75.18,1
842,Logan Robinson,Benjamin Robinson,,34,60.359370139342666,7.0,1,1,1,1,1,0,66.1,1
843,Aditi Robinson,Benjamin Robinson,51.542895215403625,15,,10.0,0,1,0,2,0,0,58.37,0
844,Emily Patel,Elizabeth Patel,52.59476497592054,7,99.62703852269033,9.0,1,1,1,0,0,0,59.07,0
845,Ananya Walker,Sebastian Walker,57.10852233519478,16,58.87773453611193,4.0,0,1,1,1,1,0,28.86,0
846,Isabella Torres,Riya Torres,60.669667398784476,16,80.44105209303804,10.0,1,0,1,1,0,0,52.89,0
847,Sofia Lopez,Isabella Lopez,83.25730971192027,25,90.65889184914295,6.0,0,2,1,1,0,0,74.51,1
848,Emily Harris,Noah Harris,57.866314000091414,12,94.94845500104034,7.0,0,0,1,0,1,1,65.6,1
849,Arjun Ramirez,Riaan Ramirez,55.9437195588536,16,83.0759614564061,6.0,1,0,1,1,0,0,61.83,1
850,Liam Hernandez,William Hernandez,88.23595707381395,37,57.016475405028174,10.0,1,0,1,1,0,0,74.52,1
851,Amelia Moore,Isha Moore,83.55276419299572,16,59.57692909413679,10.0,0,1,1,2,0,0,64.68,1
852,Arjun Thompson,Daniel Thompson,71.7662110727618,13,41.24548192743785,10.0,1,0,1,0,0,0,46.92,0
853,Emma Wilson,Aria Wilson,77.4654885740052,5,85.65315866029059,5.0,1,2,1,2,1,0,54.48,0
854,Riaan White,Amelia White,65.59920101632092,34,42.56437636371708,9.0,1,0,0,0,0,0,60.43,1
855,Emily Gupta,Charlotte Gupta,74.12502101176804,13,91.87914127616475,5.0,0,1,1,0,1,0,48.24,0
856,Benjamin Allen,Aria Allen,75.3336324491373,7,47.11963686847233,9.0,1,2,1,0,0,1,42.43,0
857,Amelia Brown,Lucas Brown,69.3618635589048,14,50.312590728155456,8.0,1,2,1,2,0,0,65.86,1
858,Elijah Williams,Aditya Williams,95.32861053360813,26,68.59158824993423,5.0,0,2,0,2,0,0,66.48,1
859,Emma Sharma,Mila Sharma,50.803093249050306,12,84.27282491012454,6.0,1,2,1,2,1,0,48.13,0
860,Henry Lopez,Abigail Lopez,89.10856315456232,30,48.34013231194466,9.0,1,0,1,2,1,0,67.14,1
861,Michael Walker,Diya Walker,56.21914156206621,34,66.4042645039899,5.0,0,1,1,1,0,0,41.32,0
862,Riya Martin,Noah Martin,89.87736802685997,5,68.97107646460628,7.0,0,2,1,1,0,0,71.89,1
863,James Anderson,Mia Anderson,80.79559578383606,4,52.73713850011548,10.0,1,2,1,1,0,0,52.88,0
864,Mia Flores,Charlotte Flores,92.16390454682012,21,46.933502600837905,9.0,1,1,1,0,1,0,60.18,1
865,Benjamin Thompson,Jacob Thompson,54.87571628204488,22,90.18525537913837,9.0,0,0,1,1,0,0,59.45,0
866,Ava Lee,Arjun Lee,77.9490317049887,24,70.14793898576593,5.0,0,2,1,0,0,1,59.42,0
867,Ananya Harris,Amelia Harris,75.05439401310986,33,40.86287415904918,8.0,1,0,1,2,0,0,78.95,1
868,Ava Lopez,Evelyn Lopez,85.30965914816792,25,88.17887807854623,5.0,1,0,1,0,0,0,70.03,1
869,Abigail Jones,Mia Jones,76.71452759468379,4,98.84762832487509,6.0,1,0,1,0,0,0,71.65,1
870,Emma Harris,Diya Harris,77.0367283566552,25,76.35557172485484,6.0,0,0,1,1,0,0,67.72,1
871,Riaan Martin,Lucas Martin,71.47979717880324,19,70.22250322504425,9.0,1,2,1,2,1,0,61.12,1
872,Emma Taylor,Sebastian Taylor,65.44172120036704,5,92.70495178269769,9.0,0,2,1,2,0,0,56.05,0
873,Aditi Lopez,Logan Lopez,74.1132180626096,5,97.15100738107591,5.0,0,0,1,1,0,0,50.45,0
874,Riya Sanchez,Riaan Sanchez,55.92461793842003,17,85.27221495414763,6.0,0,0,1,2,0,0,51.8,0
875,Oliver Jones,Oliver Jones,98.07566694915424,3,66.72717578405727,6.0,1,1,1,2,0,0,57.8,0
876,Ananya Flores,Avery Flores,85.72053818132991,16,75.53328395988643,8.0,1,1,1,2,1,0,78.51,1
877,Amelia Young,Lucas Young,97.62335583439234,13,82.05612190107996,7.0,1,1,1,1,0,0,82.53,1
878,William King,Charlotte King,61.33636911649816,13,,8.0,0,2,1,2,0,0,62.43,1
879,Harper Smith,Olivia Smith,93.9670510088264,12,66.83206193298628,4.0,1,1,1,0,0,0,59.73,0
880,Evelyn Garcia,Emma Garcia,90.43949922817691,6,89.7892758830371,10.0,0,2,0,0,0,0,65.98,1
881,Arjun Singh,Mason Singh,83.85762062288367,14,79.28352090990657,8.0,0,2,1,2,0,0,74.63,1
882,Ananya Garcia,Logan Garcia,81.2514593042603,18,64.67224403271125,5.0,0,2,0,1,0,0,55.92,0
883,Lucas Anderson,Avery Anderson,65.8274832633935,34,79.80175204088088,7.0,0,2,1,1,0,0,70.92,1
884,Ethan Anderson,Evelyn Anderson,90.82053924825154,16,47.09334472434759,5.0,0,1,1,1,1,0,51.98,0
885,Aditi Clark,Elijah Clark,75.07577307398668,34,,10.0,0,0,1,2,0,0,63.21,1
886,Henry Ramirez,Riya Ramirez,53.544578794564266,18,87.58771227778338,4.0,1,0,1,2,0,1,42.45,0
887,Arjun Green,Lucas Green,65.6431580427565,19,53.23052722819888,7.0,0,0,0,0,1,0,58.65,0
888,Riya Lewis,James Lewis,96.76485492726638,35,51.15769045344506,9.0,1,1,1,1,0,0,80.78,1
889,Henry Torres,Camila Torres,,34,97.04911959498588,6.0,0,0,1,0,0,0,92.83,1
890,Ava Rodriguez,Mila Rodriguez,99.09528490382695,31,52.593857775173845,8.0,1,1,1,0,0,0,83.51,1
891,Harper Martin,Aditya Martin,81.3996691302049,39,55.655114779010084,5.0,1,1,1,1,0,0,61.8,1
892,Camila Wilson,Sebastian Wilson,62.3755036570206,23,98.17695633426027,4.0,1,1,1,2,0,0,60.75,1
893,James Ramirez,Diya Ramirez,58.14075248384319,16,84.08251421590154,6.0,1,0,1,2,0,0,54.88,0
894,Mia Gonzalez,Harper Gonzalez,59.34572203042308,6,81.97579198141169,8.0,0,0,1,0,1,0,57.38,0
895,Harper White,Mila White,50.98978291736272,0,91.17558303127487,6.0,0,0,0,0,0,0,46.6,0
896,Amelia Lewis,Ananya Lewis,69.53410554929695,34,46.94938493420766,8.0,0,2,1,0,0,0,76.01,1
897,Sophia Scott,Evelyn Scott,59.57138402497712,31,82.35737419480043,9.0,0,1,1,0,0,0,62.09,1
898,Jacob Lewis,Michael Lewis,70.58277302283511,35,70.22131655969433,7.0,1,2,1,1,0,0,73.36,1
899,Liam Lewis,Alexander Lewis,96.74972159193827,12,89.74903841704838,6.0,1,1,1,0,0,0,75.1,1
900,Mila Torres,Aria Torres,71.5270104753595,5,70.48850311991166,6.0,1,0,1,0,0,0,55.32,0
901,Isabella Sanchez,Camila Sanchez,93.89922484924173,13,77.21448125613472,6.0,0,1,1,2,0,1,67.73,1
902,Mila Singh,Sofia Singh,80.27523833079383,36,68.66452758397216,7.0,1,1,0,2,1,0,77.59,1
903,Logan Moore,Harper Moore,62.3565777330696,14,68.68953541335065,4.0,0,2,1,2,0,1,43.32,0
904,Sofia Smith,Ananya Smith,67.79273796296057,3,86.0781986837099,8.0,1,1,1,1,1,0,57.93,0
905,Henry Wright,Michael Wright,54.19597679107147,39,77.713984038837,9.0,1,0,1,1,1,1,59.64,0
906,Logan Lopez,Noah Lopez,66.67312967980052,15,77.99579209656463,6.0,1,1,1,2,0,0,61.8,1
907,Michael Nguyen,Aditi Nguyen,83.8770472751767,27,67.01694902989155,10.0,1,1,1,2,1,0,68.75,1
908,Riaan Scott,Noah Scott,53.60555464647176,15,71.86656978025165,7.0,1,1,1,0,1,0,48.03,0
909,Arjun Johnson,Michael Johnson,60.270070423901466,3,84.74305997228724,4.0,0,2,1,0,0,0,41.4,0
910,Noah Miller,Aarav Miller,69.07205207066558,25,89.5564551467151,8.0,1,1,0,1,1,0,74.44,1
911,Noah Miller,Sophia Miller,99.10247685079813,27,81.79368412864277,7.0,0,1,1,1,0,0,93.98,1
912,Sofia Clark,Lucas Clark,89.243091147944,31,95.44437933074099,9.0,0,2,1,0,0,0,86.93,1
913,Jacob Torres,Olivia Torres,86.6743373246052,1,89.21944528883205,9.0,0,2,1,2,1,0,63.38,1
914,James Garcia,Liam Garcia,55.8095478262723,30,73.71182738857111,8.0,0,2,1,0,0,0,68.24,1
915,Ava White,Harper White,89.04979468074957,2,80.2843643586242,6.0,0,2,1,1,0,1,62.5,1
916,Amelia Jones,Liam Jones,89.26344057580076,7,95.57849661527176,9.0,0,0,1,1,0,0,73.63,1
917,Arjun Taylor,Sophia Taylor,80.05513478121641,23,77.1500826545835,4.0,0,0,1,0,1,1,63.15,1
918,Benjamin Patel,Michael Patel,99.5180890999186,14,89.48841687878985,7.0,0,1,1,0,1,1,84.99,1
919,Noah Moore,Benjamin Moore,66.2626952962276,30,81.32863021539922,4.0,1,0,1,0,0,0,61.35,1
920,Logan Johnson,Sofia Johnson,,8,73.116181663628,6.0,1,1,1,1,1,0,67.33,1
921,Camila Nguyen,Harper Nguyen,95.73655574782518,38,,4.0,0,0,1,2,0,0,67.59,1
922,Oliver Rodriguez,James Rodriguez,50.57403298746889,1,65.5598511681057,4.0,0,2,1,0,0,0,27.33,0
923,Charlotte Martinez,Evelyn Martinez,72.50582632374055,7,98.06456949002293,,0,2,1,1,0,0,54.36,0
924,Mason Martinez,Jackson Martinez,98.85521165257867,6,79.465922996356,4.0,1,0,1,1,1,0,61.77,1
925,Isabella Lee,Henry Lee,55.15606812040379,38,73.86372282033938,8.0,1,0,1,1,0,0,81.77,1
926,Isha Thomas,Sophia Thomas,77.38923471916597,15,95.97739753169364,7.0,0,1,1,0,0,0,80.95,1
927,Aditi Young,Ella Young,,34,75.19070686224693,5.0,0,1,1,0,1,0,67.0,1
928,Isha Garcia,Jacob Garcia,77.774771205293,29,71.56495110504417,7.0,1,1,1,2,1,0,69.02,1
929,Emily Ramirez,Diya Ramirez,59.4907651486078,9,85.5586513090123,7.0,1,2,1,1,0,0,62.17,1
930,Riaan Anderson,Lucas Anderson,79.10916150462948,37,82.75993713919266,6.0,0,2,1,0,0,0,74.28,1
931,Noah Anderson,Amelia Anderson,60.22202869747734,17,51.58960050450597,6.0,0,2,1,1,1,0,45.34,0
932,Elijah Moore,Logan Moore,75.98521314472421,4,68.27849647444727,5.0,0,2,1,1,1,1,43.34,0
933,Avery Ramirez,Aditya Ramirez,53.7021108956174,28,68.35092656917512,9.0,0,1,1,2,0,0,54.14,0
934,Camila Johnson,Aditi Johnson,80.27413346072024,38,62.69347091460069,10.0,1,2,1,0,1,0,71.6,1
935,Alexander Davis,Harper Davis,75.83949695640791,33,71.03760892913519,6.0,1,2,1,0,1,0,66.57,1
936,Ella Harris,Mia Harris,87.00806843807315,22,64.78644386362865,10.0,0,2,1,1,1,1,73.11,1
937,Mia Lewis,Jackson Lewis,81.53502355793925,4,51.96072936827099,6.0,0,2,1,1,1,0,52.01,0
938,Diya Martinez,Lucas Martinez,77.48031342653783,29,64.74198923648086,6.0,0,0,1,2,0,0,71.99,1
939,Ethan Gupta,Mia Gupta,84.48894246240606,5,44.3366168543906,7.0,1,1,1,2,0,1,58.7,0
940,Elizabeth Martin,Harper Martin,57.19709567861155,3,74.5471517664647,5.0,0,1,1,2,0,0,31.5,0
941,Amelia Allen,Alexander Allen,79.7679830629302,28,91.21927293646672,7.0,0,2,1,2,0,0,89.14,1
942,Aditya White,Oliver White,58.605530141138885,22,83.51722506127331,8.0,0,0,1,2,1,0,58.02,0
943,Riaan Taylor,Abigail Taylor,96.27611039259403,5,61.62364240324668,7.0,1,1,1,2,1,0,69.25,1
944,Evelyn Ramirez,Camila Ramirez,53.41670524228021,31,45.22427233463849,10.0,0,1,1,1,0,0,53.83,0
945,Camila Young,Jackson Young,71.51873748453966,17,52.12896395351625,10.0,1,2,1,2,0,0,52.47,0
946,Michael Young,Alexander Young,84.78987388277224,14,72.72942042969015,8.0,0,2,1,1,0,0,72.85,1
947,Liam Lopez,Logan Lopez,,39,52.42342500298197,4.0,0,1,1,1,0,0,59.64,0
948,Michael Young,Liam Young,54.60476266164512,31,,4.0,0,1,0,0,0,0,56.35,0
949,Noah Wright,Riya Wright,77.66895080633537,8,53.89594148583394,8.0,1,0,1,1,0,0,61.54,1
950,Sebastian Martinez,Emma Martinez,82.08159544136772,36,,8.0,0,1,1,1,0,0,97.43,1
951,Emma Green,Ava Green,85.18961554952539,9,63.83628837042758,7.0,0,1,0,2,0,0,69.03,1
952,Charlotte Scott,Riaan Scott,68.66299072313794,19,54.733037556669466,8.0,1,2,0,1,0,0,64.67,1
953,Lucas Lopez,Mila Lopez,78.18299855143812,5,88.7395708148237,5.0,1,1,1,2,1,0,48.76,0
954,Mila Walker,Sebastian Walker,72.53432374694566,2,60.570337888327046,4.0,1,2,1,2,0,0,37.56,0
955,Logan Garcia,Ella Garcia,83.60280193761267,10,46.68926127032692,4.0,0,1,1,2,0,0,50.67,0
956,Daniel Sanchez,Noah Sanchez,79.17784836624092,16,74.2245694842185,9.0,1,1,1,0,0,0,59.62,0
957,Mason Nguyen,Sofia Nguyen,76.28781097795675,31,74.89385226627932,8.0,0,1,1,2,0,0,82.52,1
958,Riaan Hernandez,Mason Hernandez,62.47621834191243,3,82.88174051414404,6.0,1,0,1,1,1,0,51.15,0
959,Oliver Smith,Riya Smith,50.1009258874117,3,54.41316599250314,6.0,1,2,1,2,0,0,39.05,0
960,Avery Williams,Aria Williams,58.70408376557146,16,66.62628034553471,8.0,1,0,1,2,1,0,58.18,0
961,Henry Green,Elijah Green,55.85330207120843,18,56.942075142559375,5.0,0,1,1,2,0,0,43.94,0
962,Camila Hernandez,Olivia Hernandez,72.45423725054734,4,44.857224166941286,6.0,0,0,1,0,0,0,46.05,0
963,Sofia Lee,Arjun Lee,80.61290753809223,31,92.5968296209535,9.0,0,2,0,1,0,1,73.55,1
964,Amelia Smith,James Smith,60.65425043424041,21,83.73218826930048,10.0,0,1,1,0,1,0,55.55,0
965,Sofia Brown,Sophia Brown,,5,58.08778356752804,8.0,0,0,0,1,0,0,75.59,1
966,Ananya Lee,Ava Lee,50.33410646119439,34,75.96237957231918,5.0,0,0,1,0,1,1,34.53,0
